date,code,main_amount,main_percent
2024-12-25,sh603619,3227521.0,2.89
2024-12-25,sh600376,3222237.0,4.27
2024-12-25,sz002662,3197071.0,2.08
2024-12-25,sh600478,3180503.0,4.75
2024-12-25,sh600927,3168913.0,7.6
2024-12-25,sz002550,3154993.0,4.36
2024-12-25,sh600128,3152028.0,7.83
2024-12-25,sz002768,3141415.0,5.6
2024-12-25,sh600345,3128443.0,1.3
2024-12-25,sz301317,3123559.0,14.26
2024-12-25,sz300260,3118391.0,0.92
2024-12-25,sz000011,3117189.0,6.77
2024-12-25,sh601022,3096001.0,7.02
2024-12-25,sz002311,3093625.0,2.09
2024-12-25,sz002578,3082171.0,5.7
2024-12-25,sh601113,3058825.0,1.06
2024-12-25,sh603811,3047356.0,7.98
2024-12-25,sh603163,3028291.0,2.66
2024-12-25,sz002801,3013083.0,4.63
2024-12-25,sz002947,3002121.0,3.47
2024-12-25,sz002216,2988142.0,1.61
2024-12-25,sz300436,2978517.0,1.44
2024-12-25,sh600867,2914604.0,3.81
2024-12-25,sz002335,2897964.0,0.29
2024-12-25,sz300022,2894543.0,2.74
